Displacement,Area,Pitch,Threshold Current
548.8754263,773.9878836,234.4377131,2.033316622
300,100,276.8353209,4.633273122
300,650.3900656,83.22931585,2.43320899
470.6117013,242.8989377,214.6941494,4.546124454
211.4178233,775,255.7089117,1.243411062
188.6653356,750.4023959,263.9470127,1.309861895
244.8893992,199.1990815,96.7734558,6.136312784
300,563.9694141,292.2392144,1.927591874
300,839.0732455,300,1.62703886
300,550,79.20641936,2.786463828
145.3783514,828.3189674,300,1.067974228
295.2130325,108.6165414,300,4.159365413
275.2853845,325,74.71461551,4.163356571
550,550,91.0940054,2.660696367
300,861.7948304,158.2193502,1.817573908
184.9487027,282.1807487,141.2628243,2.096706047
428.7703901,556.7867022,141.5196986,2.620758237
311.6217497,100,171.9783451,5.885607397
300,700.4577697,188.8041167,2.037731589
300,694.4165993,163.3601755,2.144194736
508.2509931,287.4258938,279.1254966,3.275665947
50,701.2693854,134.0385474,0.841296675
300,641.5914831,100.8841573,2.531530134
300,550,110,2.62583487
300,1000,145.8935504,1.616032156
300,624.487327,137.8727172,2.605443268
500.6679898,413.7976184,61.83968245,4.018154713
121.178403,228.1211254,192.0828167,2.023556658
326.8032519,325,273.1967481,2.94658768
454.5548837,914.0993954,197.9068279,1.71898133
506.7798817,177.7962129,224.6271716,4.524677014
276.0113487,753.4102138,223.0056743,2.007308839
300,100,243.1426354,4.950370497
185.9707441,202.6263303,264.6476065,3.194864353
293.8970708,978.0294548,114.6382262,1.715800304
495.9142938,775,194.9765774,2.086383763
422.2723711,775,203.0680928,1.717556399
447.2591514,550,152.7408486,2.472734948
300,956.7790084,110,1.753470368
300,412.8774989,134.7358886,3.563952282
170.8860249,782.4051552,143.5696335,1.551305936
300,725.1616505,50,2.451836861
300,394.6027841,50,4.162780938
347.169876,227.3586653,133.584938,6.820224887
106.3356844,477.106348,96.47943573,1.47164395
160.1815278,748.32675,179.9092361,1.152857131
510.9535213,775,294.9239578,1.473289304
300,844.9445212,136.1419327,1.815850116
300,550,216.101071,2.114147764
50,259.1233164,169.5826366,1.523546989
279.3094588,1000,240.3795407,1.399955279
290.5148398,974.3900673,112.4661417,1.640105561
300,494.1780946,81.01216968,3.005517483
244.4395209,499.9955688,110,2.29008799
300,733.2815352,57.72564163,2.417290828
195.8623953,643.7238442,67.50348743,1.682794315
52.29684032,322.9328437,111.1484202,1.408117593
300,431.4751992,145.4235558,3.034254068
365.8334286,384.2500858,300,2.525942981
300,133.3273465,110,6.999175717
113.8596384,329.8946983,268.0701808,1.526902453
300.339089,550.3051801,175.1695445,2.240036987
270.3916977,325,64.80415113,4.276457039
300,634.2314677,197.4617247,2.223327221
300,359.2402264,271.086031,2.735064131
550,333.9520535,170.0133185,3.725141681
382.3353845,396.4073843,194.7604923,4.538549872
455.4179383,860.1238555,197.6996948,1.653883564
300,182.7790722,166.9372073,4.823565111
133.948553,548.338907,258.0257235,2.398683368
517.0696288,295.3626659,82.93037119,4.478669048
474.8700959,741.1915432,138.5493636,1.799677838
514.9765944,340.7605325,58.7558514,4.259928203
272.8198867,124.462102,279.3431139,3.708587294
197.1087758,377.8063054,273.2482817,2.812686144
350.1140076,954.8973932,235,1.544077722
507.7287115,588.0441597,120.990535,2.417833453
300,663.8021818,188.3058586,3.889659016
50,382.5449795,118.8426196,1.337043142
110.4678366,658.842106,125.7216375,1.094076024
50,1000,226.9163464,0.614808365
489.1709878,1000,220.4010371,1.447061553
300,326.9183779,50,6.987932052
300,276.7287458,252.0183237,3.917534763
300,325,175,3.151088072
550,457.8115847,175,2.82884247
550,597.054506,300,2.165643562
170.9458437,317.7025187,201.9188412,2.259489517
300,550,210.3869626,2.201301437
300,639.0053822,224.4474346,2.020393886
485.9187501,325,82.04062497,4.1694233
550,280.0594089,83.34433499,8.31135116
235.0942816,824.7545602,267.5471408,1.243922238
117.5898169,1000,83.79490847,0.978499092
300,1000,223.541556,1.443633542
122.6195139,578.9273125,103.7384403,2.044003014
537.0797073,763.3717365,228.5398536,2.057874209
300,313.1109197,235,3.901137565
493.4177217,949.0759495,206.7088608,1.567755949
300,869.8227624,127.9653824,1.922459158
300,147.8553532,168.0875601,5.694877483
170.96502,945.565741,50,1.119540657
300,478.2411568,239.4036436,2.451282493
410.7012147,100,119.6493926,7.963444906
300,467.6366,125.5697456,6.891146662
516.521503,775,266.521503,1.61965106
155.600928,645.0408352,110,1.391765438
300,309.4218389,127.563644,7.86364743
108.8219944,205.8795899,125.2937185,2.551473081
50,981.0280856,236.3701938,0.632845435
165.9748608,879.3773748,149.178603,1.292547499
300,580.6061712,197.7205486,2.585740209
280.622481,567.4397671,285.2730856,1.844568634
344.3039392,735.1264548,132.1519696,2.026480886
73.96558505,967.6464602,294.0086037,0.660196216
344.4182111,470.04722,99.33962934,3.995657898
50,720.5515442,222.3754289,1.499407671
163.7541853,754.7575336,178.1229073,1.165790151
95.9707753,632.7473955,277.0146124,0.899726273
330.5044263,577.4539837,65.25221317,2.774828241
300,100,215.5844044,5.74395717
300,984.053791,110,1.68784492
300,100,248.8174253,4.8370412
550,741.1462718,290.5961866,1.6525725
203.0797158,100,158.4601421,5.542007386
336.4577428,1000,137.7078845,1.655521894
346.3524862,958.2827624,264.7721105,1.404382701
550,458.4729884,249.1516602,3.643183721
475.2529955,301.8169121,217.0607189,4.062878636
286.125758,987.5131822,300,1.239424334
364.5186541,332.2671547,159.0341771,6.214706906
300,353.337937,175,4.791332338
300,118.7249181,180.2013662,5.638345553
543.8039955,763.8471918,171.9019977,1.866873653
374.8996926,459.8194466,147.4498463,3.344952707
300,501.9331394,235,2.1840021
206.9400824,382.4921483,253.4700412,1.925031529
490.6944073,485.1251003,110,3.25067969
300,599.3248538,90.55599092,2.737376515
550,936.8096388,156.7450068,1.658065799
300,824.4152208,122.6811229,2.466665455
227.5575575,804.4054052,86.22122125,1.614837117
503.1583061,732.8424755,287.8211596,1.590207901
138.6228726,470.2394146,211.3771274,2.078888004
512.3662119,932.2591814,262.3662119,1.518727115
382.9112593,400.7597332,193.2278148,3.551669731
424.547641,887.0928769,172.7261795,1.842662254
230.8886825,550,247.4753987,1.59896371
244.7341333,298.95712,50,8.845782485
300,485.620939,137.1822702,2.757299124
143.3950178,100,197.4148043,3.159072569
300,857.7654196,110,1.867242872
155.121962,1000,209.7707291,1.021032237
220.2259423,775,109.0328027,1.745946181
118.7222834,488.149945,247.7710646,1.614924551
300,236.6879013,149.4876159,4.976854857
150.4181348,325,225.2090674,1.806889443
550,986.265433,235,1.43484945
318.7968501,670.9585826,242.1992125,1.214714091
497.4805863,929.0987915,129.9573772,1.593980966
50,202.2090307,175,1.857550409
223.4635078,462.765686,155.100512,2.429699995
438.4894775,473.9215894,215.2520029,4.229108601
76.91350733,951.5556868,63.45675366,0.94458621
139.117227,405.2055043,94.55861352,1.870821373
242.6445345,203.239838,285.087579,3.249902589
300,550,235,1.846656934
550,1000,193.3572834,1.495949705
109.3550467,668.1609159,79.67752336,1.4175285
305.0763529,320.4312824,235,2.921128694
384.0490524,551.9324416,70.17177259,3.674308307
300,988.3688505,54.78169481,1.79829235
299.116064,103.1821695,299.116064,4.005540654
527.3334026,140.7998754,294.1066847,3.827960577
249.629148,684.3324665,249.629148,1.611096422
542.3588929,979.369011,173.0133122,1.597730773
158.5834371,393.1752802,104.2917186,2.8392199
400.8964277,506.6135698,273.7669288,2.548687603
550,102.6337188,234.297675,4.980286451
300,730.3668435,262.309779,1.753372304
263.3099044,933.9578279,77.15067074,1.707068653
416.9910563,205.2919507,198.9132028,5.320643575
456.6098639,325,253.304932,2.965492846
300,625.0866593,69.98844543,2.772719224
399.1597086,592.7312132,185.3613785,2.764112162
510.8757463,1000,54.69491044,1.708187944
174.3836556,719.027355,175,1.100628778
259.575425,194.3089412,157.4570928,2.91792229
258.0933367,587.715997,185.0575992,2.002270846
300,550,124.6384339,2.593040272
443.6952701,482.6970277,110,5.061853558
474.4331362,706.9898226,155.3526154,2.054043209
530.1665695,514.2998251,64.67673859,3.075966147
300,519.1109179,157.8393988,3.22896622
114.8989007,775,142.5505496,1.129007523
432.0169319,325,175,3.153607052
300,754.2088333,282.4430148,1.622976074
300,364.5905941,147.9965163,7.094151544
215.4647999,1000,70.28844804,1.415195769
371.6929804,454.0473647,300,2.506696011
419.7354454,432.7619008,268.8687842,2.31976827
300,855.3329026,90.18530484,1.943381168
532.6153251,534.3537926,300,1.909419294
155.7418507,809.6646687,84.62195583,1.613253689
482.8682354,550,252.4542588,1.843537054
300,346.7382186,214.178359,4.436006788
271.2058175,398.6278537,76.54469811,2.908808744
300,597.6401258,201.4667366,2.702334101
300,493.6895278,300,2.5570539
141.2773055,325,88.09344669,2.588432398
300,968.8070962,114.3323478,1.826466674
392.3424598,1000,229.8197305,1.443324485
300,571.3472964,229.0701955,1.92199049
300,180.546812,178.0173079,6.13154134
198.2604259,725.30315,74.41749778,1.669962602
313.9859495,737.2379364,224.6503974,2.598046742
97.59160008,1000,235,0.77847657
160.9907334,100,271.1424093,2.953543311
130.1956934,622.1761241,300,0.997814477
129.0166682,384.4600056,300,1.447631265
323.3172385,570.9855146,300,1.89459915
503.2771182,226.1517808,84.57493252,9.081647853
266.0036485,191.7901492,291.1609486,3.578447065
186.0324273,569.8583691,243.0162137,1.398784683
550,188.6103415,283.5906775,3.725307883
270.4885329,874.2198398,110,1.181035391
352.2049163,859.0467261,300,1.584603039
300,288.0514533,127.3100419,7.017294453
392.5540586,633.2986527,96.27702929,2.580340356
300,529.5995811,212.8888113,2.592307802
300,719.5135518,68.69909654,3.709605925
364.1168759,884.5896234,142.0584379,1.706190021
50,1000,196.8342946,0.628655631
50,383.2079682,300,1.155563417
300,723.8357919,239.9269237,2.191833218
300,640.671983,225.3733239,2.42234102
300,717.9152121,240.4970536,2.277484285
544.3895175,120.197737,295.7360333,3.964059487
488.0995989,155.710361,175,5.145370139
484.8622777,882.7520998,251.9358078,1.532213026
440.984654,325,110,3.816205883
186.3656684,345.4582031,213.637908,2.209538936
80.86881381,577.7819324,227.5914847,0.890687108
398.1765523,509.9233088,260.5259036,2.807270769
300,929.7174504,110,1.76139344
300,478.2657572,300,2.347348872
550,653.0657656,254.8391724,3.184066932
300,113.2611948,55.45182454,10.86214159
300,100,164.3755815,6.273665278
529.3747693,719.311877,289.6873846,1.905389188
482.1151518,775,100.2347877,2.175091467
234.8821176,765.5756234,94.37170823,2.174515043
397.330181,725.1943258,274.6941529,1.680317334
300,100.7501512,299.5832493,4.222402608
300,749.9520676,167.7639306,1.949057398
384.8778467,176.390062,110,6.268406014
525.6049547,303.0444592,281.4597656,3.236994549
462.7191506,685.7889423,110,3.726159636
509.4372609,173.0129304,154.7186304,5.333607983
123.8582498,682.9448497,198.0708751,1.021071431
109.5098107,892.8823408,159.5274492,1.103695741
456.0643787,859.5420592,72.54454912,1.994226285
300,541.6686552,297.6857376,2.00859283
300,411.8206037,274.9184923,2.404929545
291.4408993,534.5936187,110,2.549457877
300,615.210273,50,5.638091427
161.7783095,825.3002393,63.41339715,1.017657767
300,631.2984523,189.8341932,1.923575799
550,858.565359,275.8588963,1.490517226
418.4909358,715.8209211,219.2189123,1.719586536
300,821.5696555,75.87203084,2.1292841
270.0571463,919.1542949,167.214858,1.55744686
416.8420287,100,108.4210143,8.401710968
54.34178369,325,111.1288638,1.410310164
259.4786583,513.5307925,214.7393292,1.770819878
550,571.042731,129.4365313,2.654914538
540.0427402,567.9230677,172.4111124,2.21777967
300,588.2616834,115.5266876,2.464188492
69.03646617,792.1328196,114.9494812,0.859281898
348.2875018,273.8350064,74.14375089,9.280601032
90.94569625,288.1488734,279.5271519,1.823209278
550,669.3243123,176.2912846,2.272879907
300,295.5203032,191.3776093,3.38645257
300,806.6173068,103.7174148,1.989515039
375.3067713,414.4478117,193.0736251,3.072687982
97.02945813,100,97.02945813,3.707217477
118.5416329,611.6874696,191.4499919,1.169968174
357.8693982,204.1649168,146.0653009,5.337762284
232.8684007,879.1631213,248.9799845,1.219793444
300,550,294.6598038,1.871547499
300,565.136607,58.40922613,2.835922429
64.82182308,100,175,2.281912335
297.329045,997.5961405,299.3055517,1.266871766
300,520.3306383,283.5170213,2.094060647
300,664.1888986,221.6404308,2.454823628
50,587.5523961,175,0.828056902
332.9634338,295.3329096,110,4.250659074
278.1606944,921.3785,229.7585667,1.477733908
163.7545673,897.6208894,134.1783798,1.387089536
550,500.6191498,279.1503077,2.475221767
237.6605605,831.6835134,157.377974,1.551187367
89.61437113,532.173533,220.3426827,1.052137757
300,659.4364138,204.6009962,1.801279898
395.7641985,775,196.4410496,1.652505343
300,771.4476943,174.6579261,1.818402474
300,387.8835336,175,2.979336458
300,100.7715487,174.5713619,5.817525018
300,160.7757668,175,5.139420611
300,1000,175,1.574758156
272.1321667,150.1621,103.31172,6.855882219
300,722.3068804,191.6745461,2.236854454
50,726.1004175,68.25997216,1.345406799
131.5746738,550,259.2126631,1.235448043
310.9241252,784.8317127,237.8402725,1.992096535
419.1979926,667.7218067,115.4010037,2.288690465
328.3236934,800.491324,189.1618467,1.188649709
538.6018123,754.4832621,107.2644349,2.109510762
167.4519835,522.8271405,78.18847603,2.709840675
458.3326605,430.0024222,133.8335083,5.359817038
300,519.5844368,110,2.889896965
53.32347656,544.0177422,175.7976344,0.899072231
180.0216891,451.0585605,234.9891555,1.657264899
368.8160737,510.8033991,127.8921792,3.136014323
300,390.2104035,92.61055906,3.503286771
300,772.7620917,110.6299297,2.073161306
402.0712233,1000,125.5327053,1.64566831
300,251.7145146,259.2858414,3.851059884
309.2357908,558.3122117,295.3821046,1.926938787
300,711.1282944,281.5481739,1.643401322
550,550,109.0577059,2.551716584
50,942.6017835,110,0.699372617
550,480.2077442,270.5321587,2.735308433
270.9427782,801.1514996,175,1.716759951
166.3776927,414.2197704,176.8111536,1.867343391
300,381.1317115,72.5157718,4.877785928
66.27128155,731.0675398,122.366174,1.011556467
300,272.179876,198.9138717,4.951535071
300,996.7504688,234.7111528,1.486102165
249.3367342,775,249.3367342,1.442970407
300,273.8776934,219.544205,4.175887759
167.5158728,417.2928567,144.4458731,2.062820381
550,870.1974396,251.9249776,1.89601379
300,190.7879972,197.6760456,4.416584597
371.2917668,325,151.7679297,2.514372855
502.6296795,732.3667115,98.63112307,2.161080705
300,1000,249.9398977,1.387753158
447.8425242,191.9417282,87.79826604,8.653561161
374.8759829,302.1651538,217.0297641,4.041490892
300,739.0055959,245.3983834,2.001404601
472.9289919,308.0917219,261.464496,3.352339626
300,246.7468193,171.9597682,5.948352483
300,731.2242027,263.0337711,1.747489868
354.8459339,100,110,7.568290756
497.4861638,100,222.3966793,5.174245383
55.12015846,540.7837148,296.1086796,0.893214796
344.3454454,735.0890992,50,2.320182737
328.8105695,199.5352437,105.2973576,6.470110864
300,332.3151118,142.7340122,4.788041089
203.1211557,637.1909599,149.8115005,1.687202826
300,602.4019992,221.0261336,1.834889316
428.1239444,209.6884501,178.1239444,4.347527863
286.438286,525.5889148,171.4739544,2.263024224
300,706.8046609,216.3094256,2.898203431
370.8927182,1000,253.4321067,1.4195844
300,636.3752746,123.3490476,2.888095964
264.2241853,164.3964664,282.1120927,3.742454089
238.3371128,325,253.1362057,2.417374211
300,683.0612204,74.51700789,2.339284814
261.0689092,395.0759635,300,2.432536081
300,861.0572472,145.6191635,1.857950451
6.360916232,1303.550351,175,0.350520553
300,1318.881885,477.1566029,0.43965534
50,1298.467896,29.59225101,0.354245949
300,1535.54185,50,0.321904494
550,1578.104634,312.0806179,0.369849566
761.5255977,930.7460758,124.2338566,0.106283668
300,853.85289,300,0.238955826
712.0041397,470.8037257,217.1210763,0.044944733
50,885.1971096,186.5826397,0.192358621
300,1452.04175,170.2722333,0.526605243
50,1060.070183,257.3536084,0.429060967
300,1023.536022,143.1381363,0.489813148
152.8296544,1397.359933,213.2642899,0.308093489
50,550,478.6921723,0.504408183
300,1398.203975,318.0938633,0.266179893
300,1637.702523,195.0270031,0.034631105
300,1377.634531,175,0.13880443
550,100,439.9474907,0.285999898
704.1437186,1416.18804,300,0.355769737
300,1488.885316,370.8014767,0.195441062
300,1390.011959,464.6717161,0.251834005
32.38786701,1722.552759,165.4208454,0.096050945
550,1560.361123,255.9410511,0.264829109
300,479.2612475,50,0.279014687
300,1544.375052,57.57869868,0.447664699
13.51777793,807.8339999,443.241111,0.353000587
50,799.0972009,175,0.175544656
300,1362.7071,367.1679814,0.264480279
50,775,630.0309586,0.450179567
300,1349.068161,493.9267561,0.08129871
300,969.1614698,515.7349665,0.351914834
50,1399.984396,110,0.401565715
531.8666851,1834.720066,350.9333426,0.285853243
50,1488.590918,435.8651551,0.10369393
716.8082289,1450.382218,275.0339749,0.172272749
116.8658906,489.8206984,50,0.309304349
698.9265939,1402.101803,270.7423825,0.386066613
300,1115.599503,265.2755114,0.118092274
523.4624528,952.232415,523.4624528,0.241539589
300,1507.048768,375.8468801,0.155504855
50,1205.302431,473.3664973,0.289549538
50,1182.808854,195.7295178,0.359420534
5.52843899,815.0244049,305.6731746,0.315747883
300,1335.902685,511.186652,0.270973467
919.444445,882.5000005,110,0.534744442
50,1612.540464,191.6720618,0.087573165
50,820.7689927,175,0.469126828
167.1877788,1133.592997,75.46882249,0.080722918
873.625936,1582.526685,50,0.185342839
300,1704.797951,167.1305677,0.027022129
300,1294.453492,379.2926366,0.240887042
300,1306.635209,487.1222831,0.243157973
753.2448254,507.9203428,401.6224127,0.3024208
300,1266.923122,454.4701222,0.518263087
300,1358.087665,301.3125306,0.189414905
300,1640.127867,173.3580572,0.130412297
50,594.5805833,377.8788352,0.17254959
50,860.0693204,317.6851521,0.193119052
300,763.2107441,353.4504134,0.039710907
300,704.2956636,471.4396262,0.037249251
709.8523076,1431.60123,216.5616,0.01012426
300,934.5846604,477.3162894,0.455881817
300,1412.917332,300,0.356241117
300,819.3790865,449.6550481,0.271628894
300,788.4041641,235,0.295492081
750.2854575,1180.256912,500.2854575,0.458841042
50,1377.877956,147.9176286,0.45974726
300,1379.525458,315.6033944,0.517716524
780.0949659,1414.170939,474.8721741,0.094834154
300,844.9686887,192.3934116,0.428315174
300,1049.846776,347.9925634,0.512624256
50,940.305348,122.9592869,0.051644435
804.7716901,779.2945211,296.1452056,0.363286024
50,1136.947023,452.8220764,0.097732357
50,1322.515963,500.1797919,0.300084463
300,1503.030944,439.7308177,0.078022047
738.2752627,1113.895473,374.3236944,0.0247388
300,1041.185577,524.778932,0.476471434
550,550,504.6550531,0.287746262
873.7756322,1000,623.7756322,0.496233585
300,1098.940661,389.9835169,0.354175203
300,1454.691282,110,0.248473862
300,787.0768288,175,0.37847702
50,775,657.6297281,0.431964379
50,1557.103102,194.764776,0.060610919
50,1290.670037,341.9856721,0.393540582
711.4076774,840.5338192,193.0340039,0.304462019
70.6499861,1619.245038,175.3689964,0.186262125
300,1227.152502,91.26805517,0.310968493
627.3575567,2178.487204,463.6787783,0.240168981
300,1517.700545,185.1473549,0.388899801
550,950.0290969,494.4767744,0.458266113
300,1206.270073,359.5891321,0.497424527
808.3400761,1240.012137,300,0.117363104
873.482893,1582.269207,50,0.186055193
300,1777.304781,31.05467011,0.215095147
300,1588.954523,463.5984786,0.107680046
50,874.4279845,131.7429354,0.185887863
300,1709.382905,43.63279536,0.227888268
783.522121,1405.509727,174.2842485,0.198318394
300,1170.031568,232.0601154,0.070051603
300,1010.870878,562.0787531,0.084325283
50,1195.010192,287.0027179,0.519528396
50,1514.746811,185.4317886,0.289137568
300,887.2981614,300,0.06031795
846.2415918,1799.852298,26.87920411,0.074861301
300,1453.920189,9.651538755,0.492037381
300,782.4748882,429.1527157,0.499745313
300,1220.210062,110,0.09141578
876.0665784,1068.459921,463.0332892,0.47324002
50,1598.483212,110,0.272320931
300,325,660.4378763,0.309614296
50,1223.003864,169.467697,0.492517064
149.7304868,1045.485124,250.1347566,0.264536692
50,729.1477965,399.5265536,0.415571842
921.4971804,1109.347462,271.5892669,0.521507666
820.1421678,1729.383853,39.92891608,0.203061672
50,1000,344.879959,0.517780793
300,1050.833057,328.2405872,0.413182932
50,1000,407.5264758,0.46312704
875.4058871,842.8652984,462.7029435,0.134365034
300,1102.612136,482.0067424,0.497201703
50,1068.849403,110,0.42983176
108.6055649,1291.764975,79.30278244,0.081527216
300,1524.366286,3.389663487,0.289048258
50,1359.176988,274.7713856,0.249648617
300,1235.729678,368.0996847,0.384608724
120.0217368,1260.941311,85.01086839,0.308867458
618.6072171,2146.985981,459.3036085,0.370099351
882.0046978,1073.804228,552.3235704,0.042290935
300,764.1972114,480.8776451,0.051824478
300,1523.990319,3.42308272,0.415471335
300,476.9677392,218.9017913,0.176353603
156.1055902,1163.514906,235,0.320958834
300,1202.90836,50,0.16647635
898.1290574,325,648.1290574,0.350199309
300,1458.639549,275.7679599,0.343971249
300,721.0500422,444.4422579,0.402337644
13.40593831,1290.869311,300,0.107493454
58.74380225,767.130578,355.6280989,0.014417922
635.7424179,2208.672705,262.2930287,0.018188028
600.6832405,2082.459666,450.3416203,0.326449159
122.8708087,1478.248817,175,0.384328391
664.3141454,1205.765462,357.1570727,0.4490237
300,1058.363225,351.4937702,0.496902962
300,1240.336326,502.9506751,0.506128242
50,550,555.0462843,0.465449087
300,1644.223418,393.0544937,0.436561329
50,1024.48653,369.3018138,0.394673646
300,1258.126898,447.2376721,0.429645479
300,1220.444375,358.7345486,0.509460992
300,1460.172443,241.4693529,0.47580683
300,1276.464357,462.3151378,0.470962613
300,1656.843972,269.8774627,0.027395743
300,1341.949207,394.9858908,0.460680662
860.0183952,1279.016556,380.6047827,0.221657677
713.164434,1293.695981,463.164434,0.202946629
300,895.7311119,185.0610616,0.172734584
300,1804.676613,25.98581235,0.042010805
300,1468.211253,110,0.097989468
97.54344699,1139.421795,50,0.310963883
50,1204.220922,50,0.041325855
300,1393.728012,20.62817604,0.193313814
484.7754301,1665.191548,440.4293269,0.333994712
300,1209.213345,420.614818,0.103341176
300,1222.114282,175,0.437714867
828.2561637,100,511.4746844,0.051293155
50,325,659.5590157,0.143978933
550,928.0801016,300,0.021973554
300,550,663.6561286,0.106269081
50,550,488.7747869,0.490776488
300,1520.283517,304.3711356,0.475083999
300,1544.491228,386.2475632,0.057482886
300,962.7294562,508.5882846,0.393194068
50,1280.441316,330.8007309,0.354515555
300,1461.118184,363.0883845,0.274993893
300,742.6157975,282.0087764,0.489464063
300,437.8476483,140.0927062,0.039581686
50,1251.20118,175,0.505005682
300,793.1948987,335.128152,0.140393111
300,1183.562578,50,0.262345446
829.0517037,576.1465333,372.553443,0.276510183
300,1497.733646,246.8948599,0.278453736
50,1313.043718,363.6957507,0.287043228
300,1408.691658,173.9778404,0.189069582
738.806931,719.9262379,443.4932676,0.289475661
103.0997317,904.4204829,127.7439356,0.075371442
50,1436.34502,168.179336,0.252805337
550,1477.136398,432.5378883,0.24456629
300,1451.732853,170.231047,0.527421418
844.7537684,1265.278392,453.1177886,0.512979378
77.12530711,1401.174447,346.4373464,0.525879312
916.1175338,879.5057804,270.1905588,0.036972447
300,1084.865704,362.3892339,0.319164133
174.1738665,1114.73056,77.2852053,0.069396508
300,1598.502227,261.4503217,0.167064946
548.64838,1895.134168,359.32419,0.203622938
50,1364.76313,50,0.526339902
697.1848448,814.9327206,175,0.143910332
300,1323.304192,389.8067201,0.50497293
68.21283218,758.608451,290.8935839,0.32545164
115.5033673,1498.140908,300,0.245443557
50,1873.748656,150.8612406,0.062567515
300,1140.213668,300,0.531560893
50,1251.393326,512.2876976,0.234445312
13.13401627,583.1793854,374.5851558,0.485883345
762.4987697,966.2488927,512.4987697,0.246657436
50,1091.679109,277.2238812,0.532323131
300,1275.41261,348.2251841,0.430514604
777.3039145,1613.720569,175,0.059798281
300,882.2897654,270.9948211,0.01835068
780.4512672,757.4061405,415.2256336,0.510304455
853.5432596,823.1889336,307.8503823,0.242719936
300,1535.73421,50,0.478522283
300,1328.176066,181.7311937,0.423101568
826.2240262,1047.203247,36.88798691,0.047781232
50,1012.10527,431.7251499,0.143733903
300,732.6911417,454.2725197,0.172549142
300,550,473.6369428,0.474515097
157.9247468,805.7354557,175,0.375110195
896.6207363,550,646.6207363,0.370782146
550,568.9698553,370.4801804,0.347734725
681.1805357,1472.249929,109.4097321,0.22501603
300,1127.845997,235,0.468818471
300,1270.588966,450.3272033,0.279742297
300,550,649.7033124,0.355263889
50,719.5761822,155.2203153,0.42140028
300,1542.296101,1.795902103,0.364621941
300,1497.777356,176.3703141,0.274072779
50,1228.611822,90.99781078,0.195466252
300,791.2061759,334.8408921,0.154340687
50,1000,335.6582543,0.419498499
300,1529.748925,101.4237604,0.148734853
914.249672,652.8247048,87.58007873,0.444267434
50,1237.365624,240.9348956,0.375249668
50,1080.674362,191.5131633,0.423605238
50,1000,356.9766964,0.392893083
70.31905336,1413.425704,404.9639005,0.054939006
802.1334442,551.9200998,365.5546955,0.516944076
50,1212.052479,352.8069329,0.434933462
300,1258.314315,300,0.209014904
300,1620.027665,50.29363222,0.156236651
300,1533.428245,181.123766,0.172698687
7.097975518,1527.223644,381.4510122,0.226722551
50,775,383.2485252,0.509187429
774.2571682,1178.662903,300,0.303864775
731.7862098,1490.822767,110,0.14144872
300,1245.991167,573.3235185,0.267169452
914.7997774,878.3197997,300,0.515210412
300,1110.653739,300,0.510612632
300,809.4630701,179.190152,0.273103506
550,494.5859237,394.2144021,0.482228033
50,524.9927533,357.7756843,0.396467763
879.6496979,1368.369456,10.17515106,0.525189364
770.355983,1396.640769,285.1779915,0.313634974
550,1406.877919,375.3477627,0.14178356
50,644.4240198,392.2780502,0.012164488
100.2352108,1314.364931,75.11760538,0.138228458
300,1280.370434,536.7572555,0.47962697
300,887.686236,300,0.367387106
300,1593.752133,50,0.498772848
550,820.1907132,307.0508568,0.277094711
50,1373.311259,71.30242811,0.515472848
300,958.6433581,504.0481757,0.405470263
50,1000,405.5495466,0.464653911
300,1617.929932,175.4956362,0.188886491
550,1193.596428,235,0.188555574
300,860.5368775,133.595083,0.506382013
300,876.6153422,131.4512877,0.411340422
300,872.781154,268.2478889,0.327845599
691.5140676,100,441.5140676,0.244234959
50,1123.643341,210.7191874,0.518887223
50,1555.235642,20.76787734,0.46453402
300,1590.083903,287.4519025,0.018962913
550,1440.907775,486.1610606,0.023741099
300,860.2907073,300,0.39146042
300,1497.652246,438.236735,0.295154055
550,1383.388423,461.8751119,0.186584776
300,841.3124763,259.1569376,0.293737936
300,1730.825178,39.66200406,0.200439528
300,1201.462314,523.847015,0.363181119
300,1253.516673,443.4470422,0.447369235
835.8087225,1032.22785,517.2146291,0.364900412
300,988.5285668,537.2539631,0.221358124
300,813.2744709,446.2635949,0.510317857
50,951.3481588,272.9711993,0.440059176
50,1560.889675,235,0.43950099
300,1283.394317,539.3107562,0.372695369
300,1502.723324,314.6453677,0.097290451
550,1301.405458,381.2237384,0.024810309
573.6886403,1985.279105,371.8443201,0.080925663
50,1123.829125,76.4090472,0.154919435
300,1601.824668,50,0.138963915
300,550,494.3768098,0.161957865
754.6195429,1368.315177,277.3097714,0.400500123
578.2008904,1526.142404,440.8686589,0.239386266
50,1076.322659,28.7992613,0.073890494
50,455.9919538,50,0.511435179
50,838.3906626,11.54791165,0.082323098
300,1089.503476,220.4282799,0.419560431
50,1370.400442,402.8890116,0.278189027
300,1100.140978,574.5634927,0.057027565
4.030389709,816.3726493,306.0327065,0.299222513
50,100,302.0095443,0.453583284
300,1394.016233,409.4489535,0.421049346
604.7991697,1597.957758,50,0.434260799
1116.05661,2018.901898,376.5141525,0.035161306
300,857.6256201,300,0.403944873
172.1737179,1345.130962,238.9131411,0.081319448
504.790227,1737.244817,50,0.291924768
550,744.6049412,283.1138562,0.272462906
680.7622721,1353.058135,50,0.37430648
300,1216.58708,175,0.453809171
